sample	pop	perf	assay	run	url	date
ERS185141	YRI	ICMB	NA19236.4.M_120208_1	ERR188037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188037/ERR188037_2.fastq.gz	120208
ERS185160	CEU	LUMC	NA07347.7.M_120219_3	ERR188324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188324/ERR188324_1.fastq.gz	120219
ERS185160	CEU	LUMC	NA07347.7.M_120219_3	ERR188324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188324/ERR188324_2.fastq.gz	120219
ERS185295	CEU	LUMC	NA11831.7.M_120219_2	ERR188067	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188067/ERR188067_1.fastq.gz	120219
ERS185295	CEU	LUMC	NA11831.7.M_120219_2	ERR188067	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188067/ERR188067_2.fastq.gz	120219
ERS185138	CEU	LUMC	NA11893.7.M_120219_3	ERR188077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188077/ERR188077_1.fastq.gz	120219
ERS185138	CEU	LUMC	NA11893.7.M_120219_3	ERR188077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188077/ERR188077_2.fastq.gz	120219
ERS185494	CEU	LUMC	NA11995.7.M_120219_5	ERR188348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188348/ERR188348_1.fastq.gz	120219
ERS185494	CEU	LUMC	NA11995.7.M_120219_5	ERR188348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188348/ERR188348_2.fastq.gz	120219
ERS185238	CEU	LUMC	NA12234.7.M_120219_6	ERR188177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188177/ERR188177_1.fastq.gz	120219
ERS185238	CEU	LUMC	NA12234.7.M_120219_6	ERR188177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188177/ERR188177_2.fastq.gz	120219
ERS185264	CEU	LUMC	NA12275.7.M_120219_5	ERR188032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188032/ERR188032_1.fastq.gz	120219
ERS185264	CEU	LUMC	NA12275.7.M_120219_5	ERR188032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188032/ERR188032_2.fastq.gz	120219
ERS185171	CEU	LUMC	NA12716.7.M_120219_6	ERR188140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188140/ERR188140_1.fastq.gz	120219
ERS185171	CEU	LUMC	NA12716.7.M_120219_6	ERR188140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188140/ERR188140_2.fastq.gz	120219
ERS185293	CEU	LUMC	NA12775.7.M_120219_5	ERR188354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188354/ERR188354_1.fastq.gz	120219
ERS185293	CEU	LUMC	NA12775.7.M_120219_5	ERR188354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188354/ERR188354_2.fastq.gz	120219
ERS185330	CEU	LUMC	NA12814.7.M_120219_3	ERR188081	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188081/ERR188081_1.fastq.gz	120219
ERS185330	CEU	LUMC	NA12814.7.M_120219_3	ERR188081	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188081/ERR188081_2.fastq.gz	120219
ERS185214	CEU	LUMC	NA12829.7.M_120219_4	ERR188228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188228/ERR188228_1.fastq.gz	120219
ERS185214	CEU	LUMC	NA12829.7.M_120219_4	ERR188228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188228/ERR188228_2.fastq.gz	120219
ERS185117	CEU	LUMC	NA12873.7.M_120219_1	ERR188216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188216/ERR188216_1.fastq.gz	120219
ERS185117	CEU	LUMC	NA12873.7.M_120219_1	ERR188216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188216/ERR188216_2.fastq.gz	120219
ERS185417	FIN	LUMC	HG00272.7.M_120219_7	ERR188250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188250/ERR188250_1.fastq.gz	120219
ERS185417	FIN	LUMC	HG00272.7.M_120219_7	ERR188250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188250/ERR188250_2.fastq.gz	120219
ERS185441	FIN	LUMC	HG00309.7.M_120219_7	ERR188432	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188432/ERR188432_1.fastq.gz	120219
ERS185441	FIN	LUMC	HG00309.7.M_120219_7	ERR188432	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188432/ERR188432_2.fastq.gz	120219
ERS185424	FIN	LUMC	HG00312.7.M_120219_6	ERR188346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188346/ERR188346_1.fastq.gz	120219
ERS185424	FIN	LUMC	HG00312.7.M_120219_6	ERR188346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188346/ERR188346_2.fastq.gz	120219
ERS185265	FIN	LUMC	HG00331.7.M_120219_8	ERR188056	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_1.fastq.gz	120219
ERS185265	FIN	LUMC	HG00331.7.M_120219_8	ERR188056	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188056/ERR188056_2.fastq.gz	120219
ERS185084	FIN	LUMC	HG00361.7.M_120219_5	ERR188215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188215/ERR188215_1.fastq.gz	120219
ERS185084	FIN	LUMC	HG00361.7.M_120219_5	ERR188215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188215/ERR188215_2.fastq.gz	120219
ERS185297	FIN	LUMC	HG00365.7.M_120219_5	ERR188395	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188395/ERR188395_1.fastq.gz	120219
ERS185297	FIN	LUMC	HG00365.7.M_120219_5	ERR188395	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188395/ERR188395_2.fastq.gz	120219
ERS185206	GBR	LUMC	HG00097.7.M_120219_2	ERR188231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188231/ERR188231_1.fastq.gz	120219
ERS185206	GBR	LUMC	HG00097.7.M_120219_2	ERR188231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188231/ERR188231_2.fastq.gz	120219
ERS185074	GBR	LUMC	HG00108.7.M_120219_2	ERR188166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188166/ERR188166_1.fastq.gz	120219
ERS185074	GBR	LUMC	HG00108.7.M_120219_2	ERR188166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188166/ERR188166_2.fastq.gz	120219
ERS185358	GBR	LUMC	HG00139.7.M_120219_1	ERR188144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188144/ERR188144_1.fastq.gz	120219
ERS185358	GBR	LUMC	HG00139.7.M_120219_1	ERR188144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188144/ERR188144_2.fastq.gz	120219
ERS185423	GBR	LUMC	HG00143.7.M_120219_2	ERR188257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188257/ERR188257_1.fastq.gz	120219
ERS185423	GBR	LUMC	HG00143.7.M_120219_2	ERR188257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188257/ERR188257_2.fastq.gz	120219
ERS185312	GBR	LUMC	HG00152.7.M_120219_3	ERR188084	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188084/ERR188084_1.fastq.gz	120219
ERS185312	GBR	LUMC	HG00152.7.M_120219_3	ERR188084	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188084/ERR188084_2.fastq.gz	120219
ERS185283	GBR	LUMC	HG00159.7.M_120219_6	ERR188164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188164/ERR188164_1.fastq.gz	120219
ERS185283	GBR	LUMC	HG00159.7.M_120219_6	ERR188164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188164/ERR188164_2.fastq.gz	120219
ERS185351	GBR	LUMC	HG00232.7.M_120219_3	ERR188289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188289/ERR188289_1.fastq.gz	120219
ERS185351	GBR	LUMC	HG00232.7.M_120219_3	ERR188289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188289/ERR188289_2.fastq.gz	120219
ERS185334	GBR	LUMC	HG00234.7.M_120219_4	ERR188237	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188237/ERR188237_1.fastq.gz	120219
ERS185334	GBR	LUMC	HG00234.7.M_120219_4	ERR188237	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188237/ERR188237_2.fastq.gz	120219
ERS185379	GBR	LUMC	HG00239.7.M_120219_4	ERR188112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188112/ERR188112_1.fastq.gz	120219
ERS185379	GBR	LUMC	HG00239.7.M_120219_4	ERR188112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188112/ERR188112_2.fastq.gz	120219
ERS185192	GBR	LUMC	HG00246.7.M_120219_4	ERR188271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188271/ERR188271_1.fastq.gz	120219
ERS185192	GBR	LUMC	HG00246.7.M_120219_4	ERR188271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188271/ERR188271_2.fastq.gz	120219
ERS185045	GBR	LUMC	HG01334.7.M_120219_8	ERR188469	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188469/ERR188469_1.fastq.gz	120219
ERS185045	GBR	LUMC	HG01334.7.M_120219_8	ERR188469	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188469/ERR188469_2.fastq.gz	120219
ERS185324	TSI	LUMC	NA20509.7.M_120219_7	ERR188063	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_1.fastq.gz	120219
ERS185324	TSI	LUMC	NA20509.7.M_120219_7	ERR188063	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_2.fastq.gz	120219
ERS185296	TSI	LUMC	NA20521.7.M_120219_7	ERR188386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_1.fastq.gz	120219
ERS185296	TSI	LUMC	NA20521.7.M_120219_7	ERR188386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_2.fastq.gz	120219
ERS185318	TSI	LUMC	NA20542.7.M_120219_2	ERR188203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188203/ERR188203_1.fastq.gz	120219
ERS185318	TSI	LUMC	NA20542.7.M_120219_2	ERR188203	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188203/ERR188203_2.fastq.gz	120219
ERS185121	TSI	LUMC	NA20774.7.M_120219_1	ERR188179	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188179/ERR188179_1.fastq.gz	120219
ERS185121	TSI	LUMC	NA20774.7.M_120219_1	ERR188179	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188179/ERR188179_2.fastq.gz	120219
ERS185233	TSI	LUMC	NA20801.7.M_120219_5	ERR188281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188281/ERR188281_1.fastq.gz	120219
ERS185233	TSI	LUMC	NA20801.7.M_120219_5	ERR188281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188281/ERR188281_2.fastq.gz	120219
ERS185224	TSI	LUMC	NA20803.7.M_120219_1	ERR188437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188437/ERR188437_1.fastq.gz	120219
ERS185224	TSI	LUMC	NA20803.7.M_120219_1	ERR188437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188437/ERR188437_2.fastq.gz	120219
ERS185193	YRI	LUMC	NA18486.7.M_120219_4	ERR188214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188214/ERR188214_1.fastq.gz	120219
ERS185193	YRI	LUMC	NA18486.7.M_120219_4	ERR188214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188214/ERR188214_2.fastq.gz	120219
ERS185294	YRI	LUMC	NA18502.7.M_120219_8	ERR188158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188158/ERR188158_1.fastq.gz	120219
ERS185294	YRI	LUMC	NA18502.7.M_120219_8	ERR188158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188158/ERR188158_2.fastq.gz	120219
ERS185100	YRI	LUMC	NA18511.7.M_120219_2	ERR188097	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188097/ERR188097_1.fastq.gz	120219
ERS185100	YRI	LUMC	NA18511.7.M_120219_2	ERR188097	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188097/ERR188097_2.fastq.gz	120219
ERS185381	YRI	LUMC	NA18908.7.M_120219_7	ERR188223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188223/ERR188223_1.fastq.gz	120219
ERS185381	YRI	LUMC	NA18908.7.M_120219_7	ERR188223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188223/ERR188223_2.fastq.gz	120219
ERS185373	YRI	LUMC	NA18912.7.M_120219_3	ERR188182	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188182/ERR188182_1.fastq.gz	120219
ERS185373	YRI	LUMC	NA18912.7.M_120219_3	ERR188182	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188182/ERR188182_2.fastq.gz	120219
ERS185038	YRI	LUMC	NA19093.7.M_120219_7	ERR188476	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188476/ERR188476_1.fastq.gz	120219
ERS185038	YRI	LUMC	NA19093.7.M_120219_7	ERR188476	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188476/ERR188476_2.fastq.gz	120219
ERS185465	YRI	LUMC	NA19118.7.M_120219_8	ERR188066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_1.fastq.gz	120219
ERS185465	YRI	LUMC	NA19118.7.M_120219_8	ERR188066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_2.fastq.gz	120219
ERS185400	YRI	LUMC	NA19223.7.M_120219_6	ERR188284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188284/ERR188284_1.fastq.gz	120219
ERS185400	YRI	LUMC	NA19223.7.M_120219_6	ERR188284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188284/ERR188284_2.fastq.gz	120219
ERS185502	CEU	MPIMG	NA06989.3.M_120202_7	ERR188202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188202/ERR188202_1.fastq.gz	120202
ERS185502	CEU	MPIMG	NA06989.3.M_120202_7	ERR188202	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188202/ERR188202_2.fastq.gz	120202
ERS185097	CEU	MPIMG	NA11830.3.M_120202_4	ERR188435	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188435/ERR188435_1.fastq.gz	120202
ERS185097	CEU	MPIMG	NA11830.3.M_120202_4	ERR188435	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188435/ERR188435_2.fastq.gz	120202
ERS185438	CEU	MPIMG	NA11930.3.M_120202_8	ERR188235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188235/ERR188235_1.fastq.gz	120202
ERS185438	CEU	MPIMG	NA11930.3.M_120202_8	ERR188235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188235/ERR188235_2.fastq.gz	120202
ERS185387	CEU	MPIMG	NA12045.3.M_120202_3	ERR188377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188377/ERR188377_1.fastq.gz	120202
ERS185387	CEU	MPIMG	NA12045.3.M_120202_3	ERR188377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188377/ERR188377_2.fastq.gz	120202
ERS185102	CEU	MPIMG	NA12272.3.M_120202_5	ERR188438	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188438/ERR188438_1.fastq.gz	120202
ERS185102	CEU	MPIMG	NA12272.3.M_120202_5	ERR188438	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188438/ERR188438_2.fastq.gz	120202
ERS185430	CEU	MPIMG	NA12282.3.M_120202_7	ERR188148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188148/ERR188148_1.fastq.gz	120202
ERS185430	CEU	MPIMG	NA12282.3.M_120202_7	ERR188148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188148/ERR188148_2.fastq.gz	120202
ERS185075	CEU	MPIMG	NA12287.3.M_120202_3	ERR188142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188142/ERR188142_1.fastq.gz	120202
ERS185075	CEU	MPIMG	NA12287.3.M_120202_3	ERR188142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188142/ERR188142_2.fastq.gz	120202
ERS185040	CEU	MPIMG	NA12348.3.M_120202_6	ERR188441	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188441/ERR188441_1.fastq.gz	120202
ERS185040	CEU	MPIMG	NA12348.3.M_120202_6	ERR188441	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188441/ERR188441_2.fastq.gz	120202
ERS185183	CEU	MPIMG	NA12546.3.M_120202_4	ERR188092	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188092/ERR188092_1.fastq.gz	120202
ERS185183	CEU	MPIMG	NA12546.3.M_120202_4	ERR188092	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188092/ERR188092_2.fastq.gz	120202
ERS185230	CEU	MPIMG	NA12760.3.M_120202_3	ERR188308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188308/ERR188308_1.fastq.gz	120202
ERS185230	CEU	MPIMG	NA12760.3.M_120202_3	ERR188308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188308/ERR188308_2.fastq.gz	120202
ERS185298	CEU	MPIMG	NA12827.3.M_120202_2	ERR188134	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_1.fastq.gz	120202
ERS185298	CEU	MPIMG	NA12827.3.M_120202_2	ERR188134	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_2.fastq.gz	120202
ERS185461	CEU	MPIMG	NA12874.3.M_120202_2	ERR188227	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188227/ERR188227_1.fastq.gz	120202
ERS185461	CEU	MPIMG	NA12874.3.M_120202_2	ERR188227	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188227/ERR188227_2.fastq.gz	120202
ERS185149	CEU	MPIMG	NA12889.3.M_120223_7	ERR188429	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188429/ERR188429_1.fastq.gz	120223
ERS185149	CEU	MPIMG	NA12889.3.M_120223_7	ERR188429	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188429/ERR188429_2.fastq.gz	120223
ERS185245	FIN	MPIMG	HG00171.3.M_120202_2	ERR188190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188190/ERR188190_1.fastq.gz	120202
ERS185245	FIN	MPIMG	HG00171.3.M_120202_2	ERR188190	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188190/ERR188190_2.fastq.gz	120202
ERS185225	FIN	MPIMG	HG00173.3.M_120202_1	ERR188445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188445/ERR188445_1.fastq.gz	120202
ERS185225	FIN	MPIMG	HG00173.3.M_120202_1	ERR188445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188445/ERR188445_2.fastq.gz	120202
ERS185315	FIN	MPIMG	HG00186.3.M_120202_5	ERR188090	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188090/ERR188090_1.fastq.gz	120202
ERS185315	FIN	MPIMG	HG00186.3.M_120202_5	ERR188090	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188090/ERR188090_2.fastq.gz	120202
ERS185458	FIN	MPIMG	HG00273.3.M_120202_7	ERR188034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188034/ERR188034_1.fastq.gz	120202
ERS185458	FIN	MPIMG	HG00273.3.M_120202_7	ERR188034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188034/ERR188034_2.fastq.gz	120202
ERS185158	FIN	MPIMG	HG00277.3.M_120202_6	ERR188274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188274/ERR188274_1.fastq.gz	120202
ERS185158	FIN	MPIMG	HG00277.3.M_120202_6	ERR188274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188274/ERR188274_2.fastq.gz	120202
ERS185319	FIN	MPIMG	HG00285.3.M_120202_5	ERR188083	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188083/ERR188083_1.fastq.gz	120202
ERS185319	FIN	MPIMG	HG00285.3.M_120202_5	ERR188083	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188083/ERR188083_2.fastq.gz	120202
ERS185080	FIN	MPIMG	HG00308.3.M_120202_3	ERR188482	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188482/ERR188482_1.fastq.gz	120202
ERS185080	FIN	MPIMG	HG00308.3.M_120202_3	ERR188482	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188482/ERR188482_2.fastq.gz	120202
ERS185187	FIN	MPIMG	HG00327.3.M_120202_4	ERR188417	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_1.fastq.gz	120202
ERS185187	FIN	MPIMG	HG00327.3.M_120202_4	ERR188417	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_2.fastq.gz	120202
ERS185198	FIN	MPIMG	HG00350.3.M_120202_3	ERR188031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188031/ERR188031_1.fastq.gz	120202
ERS185198	FIN	MPIMG	HG00350.3.M_120202_3	ERR188031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188031/ERR188031_2.fastq.gz	120202
ERS185399	FIN	MPIMG	HG00360.3.M_120202_8	ERR188374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188374/ERR188374_1.fastq.gz	120202
ERS185399	FIN	MPIMG	HG00360.3.M_120202_8	ERR188374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188374/ERR188374_2.fastq.gz	120202
ERS185444	FIN	MPIMG	HG00362.3.M_120202_2	ERR188480	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188480/ERR188480_1.fastq.gz	120202
ERS185444	FIN	MPIMG	HG00362.3.M_120202_2	ERR188480	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188480/ERR188480_2.fastq.gz	120202
ERS185393	FIN	MPIMG	HG00380.3.M_120202_8	ERR188314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188314/ERR188314_1.fastq.gz	120202
ERS185393	FIN	MPIMG	HG00380.3.M_120202_8	ERR188314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188314/ERR188314_2.fastq.gz	120202
ERS185385	FIN	MPIMG	HG00381.3.M_120202_7	ERR188280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188280/ERR188280_1.fastq.gz	120202
ERS185385	FIN	MPIMG	HG00381.3.M_120202_7	ERR188280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188280/ERR188280_2.fastq.gz	120202
ERS185453	GBR	MPIMG	HG00102.3.M_120202_8	ERR188416	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_1.fastq.gz	120202
ERS185453	GBR	MPIMG	HG00102.3.M_120202_8	ERR188416	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_2.fastq.gz	120202
ERS185272	GBR	MPIMG	HG00105.3.M_120223_6	ERR188368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188368/ERR188368_1.fastq.gz	120223
ERS185272	GBR	MPIMG	HG00105.3.M_120223_6	ERR188368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188368/ERR188368_2.fastq.gz	120223
ERS185395	GBR	MPIMG	HG00109.3.M_120202_5	ERR188328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188328/ERR188328_1.fastq.gz	120202
ERS185395	GBR	MPIMG	HG00109.3.M_120202_5	ERR188328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188328/ERR188328_2.fastq.gz	120202
ERS185405	GBR	MPIMG	HG00120.3.M_120202_2	ERR188315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188315/ERR188315_1.fastq.gz	120202
ERS185405	GBR	MPIMG	HG00120.3.M_120202_2	ERR188315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188315/ERR188315_2.fastq.gz	120202
ERS185232	GBR	MPIMG	HG00124.3.M_120223_7	ERR188310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188310/ERR188310_1.fastq.gz	120223
ERS185232	GBR	MPIMG	HG00124.3.M_120223_7	ERR188310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188310/ERR188310_2.fastq.gz	120223
ERS185033	GBR	MPIMG	HG00135.3.M_120202_8	ERR188133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_1.fastq.gz	120202
ERS185033	GBR	MPIMG	HG00135.3.M_120202_8	ERR188133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_2.fastq.gz	120202
